shuffle	jackknife	query	pid	spec	called_spec	method	call_made	call	snn	methshuf
jk3	k5_as_query	AHH53507-1_1547_mod2_asp	100.00	asp	asp	prediCAT	Y	Y	0.8983846504113068	prediCAT_jk3
jk3	k5_as_query	AHH53507-1_1547_mod2_asp	100.00	asp	asp	forced_prediCAT	Y	Y	0.8983846504113068	forced_prediCAT_jk3
jk3	k5_as_query	simA_mod6_abu	57.31	abu	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k5_as_query	simA_mod6_abu	57.31	abu	ala	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k5_as_query	BGC0001132_xnc1_2022_2204_mod3_val	96.18	val	val	prediCAT	Y	Y	1.1407936399101963	prediCAT_jk3
jk3	k5_as_query	BGC0001132_xnc1_2022_2204_mod3_val	96.18	val	val	forced_prediCAT	Y	Y	1.1407936399101963	forced_prediCAT_jk3
jk3	k5_as_query	AEA30273-1_3652_mod4_d-trp	58.13	d-trp	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k5_as_query	AEA30273-1_3652_mod4_d-trp	58.13	d-trp	boh-ome-tyr	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k5_as_query	O68008_A2-9-_phe	50.59	phe	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k5_as_query	O68008_A2-9-_phe	50.59	phe	lys	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k5_as_query	Q01886v1_A1_pro	100.00	pro	no_confident_result	prediCAT	N	N	1.116400425230794	prediCAT_jk3
jk3	k5_as_query	Q01886v1_A1_pro	100.00	pro	pro	forced_prediCAT	Y	Y	1.116400425230794	forced_prediCAT_jk3
jk3	k5_as_query	Q93N87_A1_hpg|hpg2cl	100.00	hpg|hpg2cl	hpg|hpg2cl	prediCAT	Y	Y	1.9089013971416866	prediCAT_jk3
jk3	k5_as_query	Q93N87_A1_hpg|hpg2cl	100.00	hpg|hpg2cl	hpg|hpg2cl	forced_prediCAT	Y	Y	1.9089013971416866	forced_prediCAT_jk3
jk3	k5_as_query	Q8NJX1_A10_ser	62.38	ser	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k5_as_query	Q8NJX1_A10_ser	62.38	ser	ala	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k5_as_query	YP_003712464-1_561_mod1_leu	100.00	leu	no_confident_result	prediCAT	N	N	1.337297665072073	prediCAT_jk3
jk3	k5_as_query	YP_003712464-1_561_mod1_leu	100.00	leu	leu	forced_prediCAT	Y	Y	1.337297665072073	forced_prediCAT_jk3
jk3	k5_as_query	Q70AZ9b_A1_hpg|hpg2cl	100.00	hpg|hpg2cl	no_confident_result	prediCAT	N	N	3.5536569413692405	prediCAT_jk3
jk3	k5_as_query	Q70AZ9b_A1_hpg|hpg2cl	100.00	hpg|hpg2cl	hpg|hpg2cl	forced_prediCAT	Y	Y	3.5536569413692405	forced_prediCAT_jk3
jk3	k6_as_query	P94873_A2_cys	66.35	cys	cys	prediCAT	Y	Y	0.0767794166797243	prediCAT_jk3
jk3	k6_as_query	P94873_A2_cys	66.35	cys	cys	forced_prediCAT	Y	Y	0.0767794166797243	forced_prediCAT_jk3
jk3	k6_as_query	Q9S1A8_A1-8-_leu	67.31	leu	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	Q9S1A8_A1-8-_leu	67.31	leu	leu	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0001149_CDF96614-1_480_mod1_ser	65.97	ser	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	BGC0001149_CDF96614-1_480_mod1_ser	65.97	ser	ser	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000436_EJK79842-1_762_mod1_ile|val	62.05	ile|val	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	BGC0000436_EJK79842-1_762_mod1_ile|val	62.05	ile|val	val	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000398_AFH75329-1_1652_mod2_val	80.67	val	no_confident_result	prediCAT	N	N	0.3856533024423931	prediCAT_jk3
jk3	k6_as_query	BGC0000398_AFH75329-1_1652_mod2_val	80.67	val	val	forced_prediCAT	Y	Y	0.3856533024423931	forced_prediCAT_jk3
jk3	k6_as_query	Q50JA3_A1_thr	52.35	thr	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	Q50JA3_A1_thr	52.35	thr	thr	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000376_BAP16699-1_1300_mod1_ser	48.25	ser	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	BGC0000376_BAP16699-1_1300_mod1_ser	48.25	ser	thr	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	AHF21228-1_5129_mod4_ser	100.00	ser	no_confident_result	prediCAT	N	N	2.5696083295549594	prediCAT_jk3
jk3	k6_as_query	AHF21228-1_5129_mod4_ser	100.00	ser	ser	forced_prediCAT	Y	Y	2.5696083295549594	forced_prediCAT_jk3
jk3	k6_as_query	Q8J0L6_A1_lys-erg	37.96	lys-erg	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	Q8J0L6_A1_lys-erg	37.96	lys-erg	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	Q70LM5_A1-7-_val	82.22	val	val	prediCAT	Y	Y	0.41011903715922504	prediCAT_jk3
jk3	k6_as_query	Q70LM5_A1-7-_val	82.22	val	val	forced_prediCAT	Y	Y	0.41011903715922504	forced_prediCAT_jk3
jk3	k6_as_query	P45745_A1_gly	100.00	gly	no_confident_result	prediCAT	N	N	0.9121412368575192	prediCAT_jk3
jk3	k6_as_query	P45745_A1_gly	100.00	gly	gly	forced_prediCAT	Y	Y	0.9121412368575192	forced_prediCAT_jk3
jk3	k6_as_query	AHF21229-1_280_mod1_val	100.00	val	no_confident_result	prediCAT	N	N	0.9650090365710403	prediCAT_jk3
jk3	k6_as_query	AHF21229-1_280_mod1_val	100.00	val	val	forced_prediCAT	Y	Y	0.9650090365710403	forced_prediCAT_jk3
jk3	k6_as_query	Q9S1A8_A2-9-_me-asp	74.77	me-asp	no_confident_result	prediCAT	N	N	0.4524232243856835	prediCAT_jk3
jk3	k6_as_query	Q9S1A8_A2-9-_me-asp	74.77	me-asp	me-asp	forced_prediCAT	Y	Y	0.4524232243856835	forced_prediCAT_jk3
jk3	k6_as_query	O68007_A2-7-_orn	55.94	orn	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	O68007_A2-7-_orn	55.94	orn	orn	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0001133_XBJ1_0775_1543_mod2_ser	100.00	ser	no_confident_result	prediCAT	N	N	0.922055229986886	prediCAT_jk3
jk3	k6_as_query	BGC0001133_XBJ1_0775_1543_mod2_ser	100.00	ser	ser	forced_prediCAT	Y	Y	0.922055229986886	forced_prediCAT_jk3
jk3	k6_as_query	BGC0001178_AGS77308-1_476_mod1_dpg	82.11	dpg	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	BGC0001178_AGS77308-1_476_mod1_dpg	82.11	dpg	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	Q9RAH4_A4_leu	78.03	leu	no_confident_result	prediCAT	N	N	0.32946976028056885	prediCAT_jk3
jk3	k6_as_query	Q9RAH4_A4_leu	78.03	leu	leu	forced_prediCAT	Y	Y	0.32946976028056885	forced_prediCAT_jk3
jk3	k6_as_query	CCA29203-1_2085_mod2_cys	56.92	cys	cys	prediCAT	Y	Y	0.0	prediCAT_jk3
jk3	k6_as_query	CCA29203-1_2085_mod2_cys	56.92	cys	cys	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000439_AHH53506-1_1527_mod2_asp	100.00	asp	no_confident_result	prediCAT	N	N	0.8394571067902424	prediCAT_jk3
jk3	k6_as_query	BGC0000439_AHH53506-1_1527_mod2_asp	100.00	asp	asp	forced_prediCAT	Y	Y	0.8394571067902424	forced_prediCAT_jk3
jk3	k6_as_query	Q9Z4X6_A1_ser	64.21	ser	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	Q9Z4X6_A1_ser	64.21	ser	ser	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	AHF21228-1_6670_mod5_trp	100.00	trp	no_confident_result	prediCAT	N	N	2.3326173090175164	prediCAT_jk3
jk3	k6_as_query	AHF21228-1_6670_mod5_trp	100.00	trp	trp	forced_prediCAT	Y	Y	2.3326173090175164	forced_prediCAT_jk3
jk3	k6_as_query	YP_631961-1_2650_mod2_leu	59.21	leu	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	YP_631961-1_2650_mod2_leu	59.21	leu	goh-val	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	P09095_A1_phe	65.12	phe	phe	prediCAT	Y	Y	0.11826083272778387	prediCAT_jk3
jk3	k6_as_query	P09095_A1_phe	65.12	phe	phe	forced_prediCAT	Y	Y	0.11826083272778387	forced_prediCAT_jk3
jk3	k6_as_query	Q70AZ8_A1-3-_dpg	82.10	dpg	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	Q70AZ8_A1-3-_dpg	82.10	dpg	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	P48633_A1_cys	61.97	cys	cys	prediCAT	Y	Y	0.0	prediCAT_jk3
jk3	k6_as_query	P48633_A1_cys	61.97	cys	cys	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	Q83VS0_A6-16-_ser	97.69	ser	no_confident_result	prediCAT	N	N	1.4991919441807973	prediCAT_jk3
jk3	k6_as_query	Q83VS0_A6-16-_ser	97.69	ser	ser	forced_prediCAT	Y	Y	1.4991919441807973	forced_prediCAT_jk3
jk3	k6_as_query	Q50E73_A2-7-_asp	97.29	asp	asp	prediCAT	Y	Y	0.6835384024258474	prediCAT_jk3
jk3	k6_as_query	Q50E73_A2-7-_asp	97.29	asp	asp	forced_prediCAT	Y	Y	0.6835384024258474	forced_prediCAT_jk3
jk3	k6_as_query	AHH53506-1_5177_mod5_gly	100.00	gly	gly	prediCAT	Y	Y	0.897491390011111	prediCAT_jk3
jk3	k6_as_query	AHH53506-1_5177_mod5_gly	100.00	gly	gly	forced_prediCAT	Y	Y	0.897491390011111	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000398_AFH75330-1_584_mod1_leu	75.27	leu	no_confident_result	prediCAT	N	N	0.3844578137719522	prediCAT_jk3
jk3	k6_as_query	BGC0000398_AFH75330-1_584_mod1_leu	75.27	leu	leu	forced_prediCAT	Y	Y	0.3844578137719522	forced_prediCAT_jk3
jk3	k6_as_query	EFE73312-1_4373_mod4_thr	94.57	thr	no_confident_result	prediCAT	N	N	1.731242030881116	prediCAT_jk3
jk3	k6_as_query	EFE73312-1_4373_mod4_thr	94.57	thr	no_confident_result	forced_prediCAT	N	N	1.731242030881116	forced_prediCAT_jk3
jk3	k6_as_query	YP_631961-1_5832_mod5_val	47.42	val	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	YP_631961-1_5832_mod5_val	47.42	val	goh-val	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	Q84BQ6v2_A1_leu	100.00	leu	leu	prediCAT	Y	Y	1.4355661680616045	prediCAT_jk3
jk3	k6_as_query	Q84BQ6v2_A1_leu	100.00	leu	leu	forced_prediCAT	Y	Y	1.4355661680616045	forced_prediCAT_jk3
jk3	k6_as_query	Q93N86_A1-7-_hpg|hpg2cl	65.57	hpg|hpg2cl	no_confident_result	prediCAT	N	N	0.11758449333686442	prediCAT_jk3
jk3	k6_as_query	Q93N86_A1-7-_hpg|hpg2cl	65.57	hpg|hpg2cl	hpg|hpg2cl	forced_prediCAT	Y	Y	0.11758449333686442	forced_prediCAT_jk3
jk3	k6_as_query	BGC0001035_EPE34341-1_685_mod1_4oh-5oh-hty	100.00	4oh-5oh-hty	no_confident_result	prediCAT	N	N	0.7685675496211579	prediCAT_jk3
jk3	k6_as_query	BGC0001035_EPE34341-1_685_mod1_4oh-5oh-hty	100.00	4oh-5oh-hty	4oh-5oh-orn	forced_prediCAT	Y	N	0.7685675496211579	forced_prediCAT_jk3
jk3	k6_as_query	EWS95124_2422_mod3_ala|gly	72.26	ala|gly	ala	prediCAT	Y	Y	0.23522065584444016	prediCAT_jk3
jk3	k6_as_query	EWS95124_2422_mod3_ala|gly	72.26	ala|gly	ala	forced_prediCAT	Y	Y	0.23522065584444016	forced_prediCAT_jk3
jk3	k6_as_query	O68008_A1-8-_ile	91.11	ile	ile	prediCAT	Y	Y	1.4488465972568596	prediCAT_jk3
jk3	k6_as_query	O68008_A1-8-_ile	91.11	ile	ile	forced_prediCAT	Y	Y	1.4488465972568596	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000419_AIG79240-1_481_mod1_dpg	98.57	dpg	dpg	prediCAT	Y	Y	3.622732226735458	prediCAT_jk3
jk3	k6_as_query	BGC0000419_AIG79240-1_481_mod1_dpg	98.57	dpg	dpg	forced_prediCAT	Y	Y	3.622732226735458	forced_prediCAT_jk3
jk3	k6_as_query	Q50E73_A1-6-_orn	58.28	orn	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	Q50E73_A1-6-_orn	58.28	orn	orn	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	P29698_A1-2-_ser	99.04	ser	ser	prediCAT	Y	Y	0.8683177715008477	prediCAT_jk3
jk3	k6_as_query	P29698_A1-2-_ser	99.04	ser	ser	forced_prediCAT	Y	Y	0.8683177715008477	forced_prediCAT_jk3
jk3	k6_as_query	Q09164_A6_abu	50.83	abu	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	Q09164_A6_abu	50.83	abu	bmt	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	AGC65514-1_530_mod1_val	47.33	val	val	prediCAT	Y	Y	0.0	prediCAT_jk3
jk3	k6_as_query	AGC65514-1_530_mod1_val	47.33	val	val	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	Q8NJX1_A13_pro	38.21	pro	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	Q8NJX1_A13_pro	38.21	pro	val	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000464_CDG17980-1_5930_mod6_thr	62.55	thr	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	BGC0000464_CDG17980-1_5930_mod6_thr	62.55	thr	dhab|dht|thr	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0001035_EPE34341-1_5024_mod5_thr	100.00	thr	no_confident_result	prediCAT	N	N	0.7704481009474501	prediCAT_jk3
jk3	k6_as_query	BGC0001035_EPE34341-1_5024_mod5_thr	100.00	thr	3oh-gln	forced_prediCAT	Y	N	0.7704481009474501	forced_prediCAT_jk3
jk3	k6_as_query	Q5MP00_A1-5-_gly	52.60	gly	gly	prediCAT	Y	Y	0.0	prediCAT_jk3
jk3	k6_as_query	Q5MP00_A1-5-_gly	52.60	gly	gly	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	Q9R9I9_A1_ser	81.52	ser	no_confident_result	prediCAT	N	N	1.843642170412796	prediCAT_jk3
jk3	k6_as_query	Q9R9I9_A1_ser	81.52	ser	ser	forced_prediCAT	Y	Y	1.843642170412796	forced_prediCAT_jk3
jk3	k6_as_query	AGC65513-1_491_mod1_phe|tyr	33.06	phe|tyr	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	AGC65513-1_491_mod1_phe|tyr	33.06	phe|tyr	trp|6cl-trp	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	Q83VS1_A1_ala	100.00	ala	no_confident_result	prediCAT	N	N	5.219006297787056	prediCAT_jk3
jk3	k6_as_query	Q83VS1_A1_ala	100.00	ala	ala	forced_prediCAT	Y	Y	5.219006297787056	forced_prediCAT_jk3
jk3	k6_as_query	Q6YK40_A2_asn	97.47	asn	asn	prediCAT	Y	Y	1.2319758869183293	prediCAT_jk3
jk3	k6_as_query	Q6YK40_A2_asn	97.47	asn	asn	forced_prediCAT	Y	Y	1.2319758869183293	forced_prediCAT_jk3
jk3	k6_as_query	simA_mod10_leu	60.71	leu	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	simA_mod10_leu	60.71	leu	bmt	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	Q83VS1_A2_val	100.00	val	no_confident_result	prediCAT	N	N	3.017200929735728	prediCAT_jk3
jk3	k6_as_query	Q83VS1_A2_val	100.00	val	val	forced_prediCAT	Y	Y	3.017200929735728	forced_prediCAT_jk3
jk3	k6_as_query	AGM16414-1_2358_mod3_ile	100.00	ile	ile	prediCAT	Y	Y	1.935662773977969	prediCAT_jk3
jk3	k6_as_query	AGM16414-1_2358_mod3_ile	100.00	ile	ile	forced_prediCAT	Y	Y	1.935662773977969	forced_prediCAT_jk3
jk3	k6_as_query	AGM16414-1_1316_mod2_lys	100.00	lys	no_confident_result	prediCAT	N	N	2.6599368166901476	prediCAT_jk3
jk3	k6_as_query	AGM16414-1_1316_mod2_lys	100.00	lys	lys	forced_prediCAT	Y	Y	2.6599368166901476	forced_prediCAT_jk3
jk3	k6_as_query	Q70JZ9_A2_asn	97.86	asn	asn	prediCAT	Y	Y	1.4892448425673537	prediCAT_jk3
jk3	k6_as_query	Q70JZ9_A2_asn	97.86	asn	asn	forced_prediCAT	Y	Y	1.4892448425673537	forced_prediCAT_jk3
jk3	k6_as_query	Q5DIP4_A4-7-_horn	66.34	horn	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	Q5DIP4_A4-7-_horn	66.34	horn	horn	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000400_AGM16413-1_1312_mod2_lys	100.00	lys	no_confident_result	prediCAT	N	N	2.6993643835117345	prediCAT_jk3
jk3	k6_as_query	BGC0000400_AGM16413-1_1312_mod2_lys	100.00	lys	lys	forced_prediCAT	Y	Y	2.6993643835117345	forced_prediCAT_jk3
jk3	k6_as_query	BGC0001045_AFR69334-1_2032_mod2_d-cys	43.06	d-cys	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	BGC0001045_AFR69334-1_2032_mod2_d-cys	43.06	d-cys	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	Q8NJX1_A17_gln	58.62	gln	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	Q8NJX1_A17_gln	58.62	gln	gln	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000419_AIG79241-1_1929_mod2_hpg	97.86	hpg	no_confident_result	prediCAT	N	N	3.1789657925256374	prediCAT_jk3
jk3	k6_as_query	BGC0000419_AIG79241-1_1929_mod2_hpg	97.86	hpg	hpg	forced_prediCAT	Y	Y	3.1789657925256374	forced_prediCAT_jk3
jk3	k6_as_query	AGZ15459-1_694_mod1_pip	100.00	pip	no_confident_result	prediCAT	N	N	0.7905399015879742	prediCAT_jk3
jk3	k6_as_query	AGZ15459-1_694_mod1_pip	100.00	pip	piperazic	forced_prediCAT	Y	N	0.7905399015879742	forced_prediCAT_jk3
jk3	k6_as_query	BGC0001036_AGZ15458-1_2022_mod2_noh-ala	100.00	noh-ala	no_confident_result	prediCAT	N	N	1.7109668437823053	prediCAT_jk3
jk3	k6_as_query	BGC0001036_AGZ15458-1_2022_mod2_noh-ala	100.00	noh-ala	noh-d-ala|oh-d-ala	forced_prediCAT	Y	N	1.7109668437823053	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000463_AGM14934-1_1604_mod2_leu	77.47	leu	no_confident_result	prediCAT	N	N	0.7405974762364139	prediCAT_jk3
jk3	k6_as_query	BGC0000463_AGM14934-1_1604_mod2_leu	77.47	leu	leu	forced_prediCAT	Y	Y	0.7405974762364139	forced_prediCAT_jk3
jk3	k6_as_query	Q9KID8v1_A1_pip	100.00	pip	no_confident_result	prediCAT	N	N	1.4263963396607373	prediCAT_jk3
jk3	k6_as_query	Q9KID8v1_A1_pip	100.00	pip	pip	forced_prediCAT	Y	Y	1.4263963396607373	forced_prediCAT_jk3
jk3	k6_as_query	AHF21228-1_9291_mod7_dab	100.00	dab	dab	prediCAT	Y	Y	2.6543592844528776	prediCAT_jk3
jk3	k6_as_query	AHF21228-1_9291_mod7_dab	100.00	dab	dab	forced_prediCAT	Y	Y	2.6543592844528776	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000423_CBG75492-1_2792_mod3_horn	100.00	horn	no_confident_result	prediCAT	N	N	0.915299724369507	prediCAT_jk3
jk3	k6_as_query	BGC0000423_CBG75492-1_2792_mod3_horn	100.00	horn	nme-fhorn	forced_prediCAT	Y	N	0.915299724369507	forced_prediCAT_jk3
jk3	k6_as_query	YP_631961-1_10241_mod7_tyr	74.60	tyr	no_confident_result	prediCAT	N	N	0.3000661954858777	prediCAT_jk3
jk3	k6_as_query	YP_631961-1_10241_mod7_tyr	74.60	tyr	ala	forced_prediCAT	Y	N	0.3000661954858777	forced_prediCAT_jk3
jk3	k6_as_query	AGM16412-1_4054_mod4_orn	100.00	orn	orn	prediCAT	Y	Y	2.367890057181952	prediCAT_jk3
jk3	k6_as_query	AGM16412-1_4054_mod4_orn	100.00	orn	orn	forced_prediCAT	Y	Y	2.367890057181952	forced_prediCAT_jk3
jk3	k6_as_query	Q93N87_A3-6-_tyr	100.00	tyr	no_confident_result	prediCAT	N	N	0.7390358866149995	prediCAT_jk3
jk3	k6_as_query	Q93N87_A3-6-_tyr	100.00	tyr	tyr	forced_prediCAT	Y	Y	0.7390358866149995	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000464_CDG17982-1_523_mod1_ala	68.93	ala	no_confident_result	prediCAT	N	N	0.30230207079260707	prediCAT_jk3
jk3	k6_as_query	BGC0000464_CDG17982-1_523_mod1_ala	68.93	ala	ala	forced_prediCAT	Y	Y	0.30230207079260707	forced_prediCAT_jk3
jk3	k6_as_query	P68876_A1_ala	99.15	ala	ala	prediCAT	Y	Y	0.7741920612592026	prediCAT_jk3
jk3	k6_as_query	P68876_A1_ala	99.15	ala	ala	forced_prediCAT	Y	Y	0.7741920612592026	forced_prediCAT_jk3
jk3	k6_as_query	Q01757_A1_aad	77.90	aad	aad	prediCAT	Y	Y	0.4617005601847235	prediCAT_jk3
jk3	k6_as_query	Q01757_A1_aad	77.90	aad	aad	forced_prediCAT	Y	Y	0.4617005601847235	forced_prediCAT_jk3
jk3	k6_as_query	Q7WRJ0/31616733_ALod_phe-ac	73.81	phe-ac	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	Q7WRJ0/31616733_ALod_phe-ac	73.81	phe-ac	phe-ac	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	Q9C1G0v1_A3_val	100.00	val	val	prediCAT	Y	Y	0.7688458960753642	prediCAT_jk3
jk3	k6_as_query	Q9C1G0v1_A3_val	100.00	val	val	forced_prediCAT	Y	Y	0.7688458960753642	forced_prediCAT_jk3
jk3	k6_as_query	Q56950a_A1_dhb|sal	100.00	dhb|sal	dhb|sal	prediCAT	Y	Y	0.7356846515280493	prediCAT_jk3
jk3	k6_as_query	Q56950a_A1_dhb|sal	100.00	dhb|sal	dhb|sal	forced_prediCAT	Y	Y	0.7356846515280493	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000451_CP001614-2_15150-22349_mod2_ser	56.31	ser	ser	prediCAT	Y	Y	0.0	prediCAT_jk3
jk3	k6_as_query	BGC0000451_CP001614-2_15150-22349_mod2_ser	56.31	ser	ser	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	Q8G985/24744795_ALod_phe-ac	80.00	phe-ac	no_confident_result	prediCAT	N	N	0.05754160869853457	prediCAT_jk3
jk3	k6_as_query	Q8G985/24744795_ALod_phe-ac	80.00	phe-ac	phe-ac	forced_prediCAT	Y	Y	0.05754160869853457	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000369_AHZ20781-1_481_mod1_thr	100.00	thr	thr	prediCAT	Y	Y	0.76809831286366	prediCAT_jk3
jk3	k6_as_query	BGC0000369_AHZ20781-1_481_mod1_thr	100.00	thr	thr	forced_prediCAT	Y	Y	0.76809831286366	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000423_CBG75492-1_5304_mod5_horn	100.00	horn	no_confident_result	prediCAT	N	N	0.8173679992537917	prediCAT_jk3
jk3	k6_as_query	BGC0000423_CBG75492-1_5304_mod5_horn	100.00	horn	d-cyclo-horn	forced_prediCAT	Y	N	0.8173679992537917	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000451_CP001614-2_15150-22349_mod1_orn	43.40	orn	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	BGC0000451_CP001614-2_15150-22349_mod1_orn	43.40	orn	arg	forced_prediCAT	Y	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000426_AGZ03651-1_480_mod1_ala	57.37	ala	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	BGC0000426_AGZ03651-1_480_mod1_ala	57.37	ala	ala	forced_prediCAT	Y	Y	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000425_AFH75322-1_1653_mod2_d-athr	91.16	d-athr	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	BGC0000425_AFH75322-1_1653_mod2_d-athr	91.16	d-athr	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	O87704_A1-3-_tyr	83.20	tyr	tyr	prediCAT	Y	Y	0.6361400800799106	prediCAT_jk3
jk3	k6_as_query	O87704_A1-3-_tyr	83.20	tyr	tyr	forced_prediCAT	Y	Y	0.6361400800799106	forced_prediCAT_jk3
jk3	k6_as_query	P39847_A2_val	52.28	val	no_confident_result	prediCAT	N	N	0.0	prediCAT_jk3
jk3	k6_as_query	P39847_A2_val	52.28	val	no_confident_result	forced_prediCAT	N	N	0.0	forced_prediCAT_jk3
jk3	k6_as_query	BGC0000464_CDG17982-1_2738_mod3_pro	95.69	pro	pro	prediCAT	Y	Y	0.6366291885443958	prediCAT_jk3
jk3	k6_as_query	BGC0000464_CDG17982-1_2738_mod3_pro	95.69	pro	pro	forced_prediCAT	Y	Y	0.6366291885443958	forced_prediCAT_jk3
jk3	k6_as_query	O87704_A2-4-_thr	80.66	thr	thr	prediCAT	Y	Y	0.5389056266850429	prediCAT_jk3
jk3	k6_as_query	O87704_A2-4-_thr	80.66	thr	thr	forced_prediCAT	Y	Y	0.5389056266850429	forced_prediCAT_jk3
